Model,Mean Balanced Accuracy Test,Std Balanced Accuracy Test,Mean Accuracy Test,Std Accuracy Test,Mean F1 Score Test,Std F1 Score Test,Mean Balanced Accuracy Train,Std Balanced Accuracy Train,Mean Accuracy Train,Std Accuracy Train,Mean F1 Score Train,Std F1 Score Train,Fit Time,Prediction Time
SVM_GridSearchCV,0.9349582646404635,0.007651073397569009,0.9212044190966951,0.008304721319671882,0.9214560233219713,0.008247331985592736,0.9363515406271741,0.001519703205631147,0.922701416692075,0.0020292664339422715,0.92295733712492,0.001990828211541781,1.0577927690965159,0.199260340001848
